"GeographyCode","QS602EW0001","QS602EW0002","QS602EW0003","QS602EW0004","QS602EW0005","QS602EW0006","QS602EW0007","QS602EW0008","QS602EW0009","QS602EW0010","QS602EW0011","QS602EW0012","QS602EW0013","QS602EW0014","QS602EW0015","QS602EW0016"
"E00021546",102,98,0,82,0,4,2,10,0,0,4,1,3,0,0,0
"E00021547",115,77,10,48,0,1,6,6,4,2,38,26,1,1,8,2
"E00021549",128,84,13,53,0,4,1,5,5,3,44,17,0,8,11,8
"E00021550",150,99,21,50,1,1,5,4,14,3,51,14,5,9,15,8
"E00021552",99,66,14,30,3,0,3,4,11,1,33,16,1,4,6,6
"E00021553",119,73,16,34,1,2,2,8,9,1,46,19,1,13,6,7
"E00021554",127,107,11,81,1,0,0,9,4,1,20,8,3,5,2,2
"E00021555",145,111,20,64,1,2,2,4,14,4,34,5,4,7,11,7
"E00021556",147,135,4,116,1,2,0,10,1,1,12,3,4,2,2,1
"E00021557",172,159,4,126,0,3,3,14,7,2,13,8,1,2,1,1
"E00021559",157,103,12,72,0,1,2,9,6,1,54,32,2,2,18,0
"E00021560",157,104,17,61,0,0,3,8,13,2,53,24,1,15,10,3
"E00021561",144,117,11,76,0,0,5,11,5,9,27,6,12,2,2,5
"E00021562",140,110,10,67,1,7,3,12,4,6,30,15,4,4,5,2
"E00021563",124,81,12,48,0,2,3,8,4,4,43,25,1,3,11,3
"E00021564",123,57,12,31,0,0,3,5,4,2,66,47,2,5,7,5
"E00021565",89,62,10,37,1,0,2,3,9,0,27,13,0,7,5,2
"E00021566",156,117,14,55,1,4,4,16,10,13,39,12,16,2,9,0
"E00021567",143,105,11,70,0,1,5,8,4,6,38,15,2,5,11,5
"E00021569",142,119,16,64,0,4,2,15,11,7,23,15,3,2,1,2
"E00021572",143,97,19,50,0,1,6,9,5,7,46,17,15,7,5,2
"E00021574",93,68,11,33,1,2,5,5,9,2,25,12,1,3,5,4
"E00021577",128,81,20,39,0,1,5,7,9,0,47,24,1,5,14,3
"E00021579",106,79,23,33,2,0,7,6,5,3,27,13,4,6,2,2
"E00021580",124,84,20,32,1,0,6,2,19,4,40,18,3,5,8,6
"E00021582",98,60,16,24,1,3,2,5,8,1,38,15,2,7,8,6
"E00021583",150,94,27,37,2,1,4,5,12,6,56,23,9,4,15,5
"E00021584",113,74,7,48,1,1,3,4,10,0,39,25,0,0,8,6
"E00021585",149,104,22,42,3,2,5,6,20,4,45,19,2,9,5,10
"E00021586",130,90,25,36,2,1,5,8,8,5,40,24,1,6,6,3
"E00021587",128,76,20,38,0,1,3,4,7,3,52,26,1,10,8,7
"E00021588",148,75,22,31,1,2,9,2,6,2,73,38,3,7,19,6
"E00021590",137,73,19,32,2,1,1,5,7,6,64,30,4,8,19,3
"E00021591",127,83,32,27,3,1,2,4,14,0,44,9,2,15,13,5
"E00021592",112,71,11,34,0,3,5,13,4,1,41,22,1,3,12,3
"E00021593",140,53,11,30,0,3,3,3,2,1,87,56,3,1,19,8
"E00021594",129,78,18,34,0,3,2,5,9,7,51,28,1,4,7,11
"E00021595",134,82,9,49,3,2,2,5,10,2,52,25,2,3,17,5
"E00021596",164,113,14,80,0,1,1,12,4,1,51,35,0,4,9,3
"E00021597",121,98,25,45,0,1,5,9,10,3,23,9,0,1,6,7
"E00021598",115,108,3,82,2,4,2,8,2,5,7,5,0,0,2,0
"E00021599",162,152,3,130,1,3,6,9,0,0,10,1,4,0,4,1
"E00021600",164,139,10,105,0,0,2,16,4,2,25,18,3,3,1,0
"E00021601",118,99,1,77,0,8,3,8,2,0,19,17,0,1,0,1
"E00021602",124,106,11,78,2,5,1,6,2,1,18,5,3,3,4,3
"E00021603",108,103,4,73,1,9,1,13,2,0,5,2,0,0,1,2
"E00021604",154,111,12,73,0,4,5,7,6,4,43,19,1,4,14,5
"E00021605",157,127,3,104,1,3,5,10,1,0,30,27,0,0,0,3
"E00021606",175,146,7,101,0,17,4,14,2,1,29,23,2,1,1,2
"E00021607",119,65,11,30,1,1,6,4,9,3,54,34,1,6,10,3
"E00021608",116,99,3,72,0,1,1,12,4,6,17,11,1,2,2,1
"E00021610",152,117,6,81,0,4,8,8,8,2,35,21,1,3,7,3
"E00021611",155,131,12,90,1,10,2,14,2,0,24,12,0,3,6,3
"E00021612",139,120,1,99,0,6,6,7,1,0,19,11,5,1,1,1
"E00021613",125,120,4,92,0,3,0,17,4,0,5,4,1,0,0,0
"E00021614",160,147,7,110,1,8,5,14,0,2,13,8,2,1,0,2
"E00021615",146,135,2,108,1,4,1,14,4,1,11,6,1,1,2,1
"E00021616",122,81,22,40,2,0,2,6,8,1,41,14,2,7,12,6
"E00021617",109,104,4,83,1,1,0,10,2,3,5,3,2,0,0,0
"E00021618",95,65,17,27,1,3,1,4,10,2,30,4,2,7,8,9
"E00021619",162,119,35,57,3,2,4,6,10,2,43,19,1,11,7,5
"E00021620",125,97,11,64,0,3,6,4,7,2,28,13,4,0,7,4
"E00021621",121,74,24,32,2,1,1,4,8,2,47,24,1,4,10,8
"E00021622",134,126,3,107,0,3,3,7,2,1,8,2,2,2,1,1
"E00021623",91,62,15,30,3,1,1,1,8,3,29,8,0,2,12,7
"E00021624",171,151,6,123,0,5,4,11,0,2,20,11,4,0,3,2
"E00021625",247,232,5,187,0,10,6,18,3,3,15,4,4,0,4,3
"E00021626",212,171,5,134,1,6,1,18,5,1,41,28,2,0,8,3
"E00021627",201,184,9,150,1,5,2,9,5,3,17,5,4,2,5,1
"E00021628",108,97,1,73,0,2,6,15,0,0,11,5,4,0,1,1
"E00021629",125,117,6,94,0,3,2,10,2,0,8,5,1,0,1,1
"E00021630",129,86,10,62,0,2,1,4,5,2,43,21,1,3,13,5
"E00021631",144,140,4,119,1,0,2,11,0,3,4,0,1,2,1,0
"E00021632",119,112,2,93,0,4,1,11,1,0,7,6,0,0,0,1
"E00021633",114,106,5,76,2,9,1,13,0,0,8,7,0,0,0,1
"E00021634",136,117,6,93,1,4,5,4,4,0,19,9,1,3,3,3
"E00021635",117,109,5,93,0,0,0,8,3,0,8,3,1,0,4,0
"E00021636",114,81,20,38,2,1,2,7,6,5,33,12,2,4,12,3
"E00021637",174,122,20,64,6,2,3,7,13,7,52,16,2,13,12,9
"E00021639",93,45,11,22,2,1,1,3,3,2,48,25,1,6,14,2
"E00021640",149,100,20,53,0,2,3,6,12,4,49,24,0,5,14,6
"E00021641",135,83,12,46,1,4,2,9,6,3,52,23,3,8,13,5
"E00021642",127,79,28,29,2,1,4,1,9,5,48,21,2,5,15,5
"E00021643",91,57,15,29,1,3,3,2,2,2,34,16,0,5,10,3
"E00021644",138,68,14,33,0,3,5,6,6,1,70,39,4,7,16,4
"E00021646",155,104,32,44,2,1,2,9,13,1,51,15,2,14,11,9
"E00021648",102,94,2,72,2,4,4,8,1,1,8,2,3,0,0,3
"E00021649",127,81,20,42,1,1,6,4,5,2,46,24,2,6,7,7
"E00021650",105,84,7,59,1,2,1,10,1,3,21,9,1,3,4,4
"E00021651",139,126,4,98,0,7,5,9,2,1,13,7,3,1,2,0
"E00021652",148,132,1,103,0,6,0,20,2,0,16,9,4,0,2,1
"E00021653",175,128,41,40,5,1,5,8,19,9,47,18,3,4,16,6
"E00021654",144,99,19,54,2,1,6,7,9,1,45,14,1,3,17,10
"E00021655",80,46,12,16,2,1,0,7,7,1,34,9,3,7,11,4
"E00021656",159,98,11,44,1,2,3,8,5,24,61,38,10,2,7,4
"E00021657",112,108,1,88,0,2,4,8,2,3,4,2,1,0,1,0
"E00021658",93,84,0,69,0,2,3,8,2,0,9,7,1,0,1,0
"E00021659",136,87,11,51,0,2,3,7,7,6,49,9,4,9,19,8
"E00021660",117,71,8,46,0,1,4,6,3,3,46,34,3,2,6,1
"E00021661",207,136,15,91,2,3,3,2,15,5,71,25,12,7,15,12
"E00021662",179,121,29,59,0,7,7,8,6,5,58,21,1,11,18,7
"E00021663",138,90,14,43,0,3,5,6,18,1,48,21,1,2,12,12
"E00021665",149,83,24,30,3,2,5,2,12,5,66,24,5,17,15,5
"E00021666",221,177,22,113,5,6,4,11,14,2,44,9,5,5,16,9
"E00021667",142,88,25,35,5,2,4,2,10,5,54,20,5,14,10,5
"E00021668",248,156,19,98,4,6,1,7,15,6,92,52,8,10,12,10
"E00021669",133,84,30,25,3,4,4,3,11,4,49,14,10,9,11,5
"E00021670",123,79,26,32,3,3,2,1,10,2,44,16,3,7,13,5
"E00021671",101,69,8,34,1,2,5,3,15,1,32,12,3,7,6,4
"E00021672",142,104,11,58,0,3,2,13,13,4,38,16,5,5,8,4
"E00021673",139,71,10,39,3,3,2,6,7,1,68,39,2,6,18,3
"E00021674",155,129,12,82,2,3,4,14,6,6,26,7,4,1,10,4
"E00021675",162,100,35,34,1,2,4,3,17,4,62,25,2,10,16,9
"E00021676",168,150,5,126,0,0,4,9,4,2,18,3,13,0,2,0
"E00021677",120,74,16,36,0,3,6,6,6,1,46,17,2,3,16,8
"E00021678",166,129,13,84,1,5,6,14,5,1,37,20,4,5,5,3
"E00021679",58,50,3,32,0,1,0,10,1,3,8,1,1,1,2,3
"E00021680",194,161,10,87,0,17,3,33,11,0,33,9,6,3,8,7
"E00021681",147,133,4,103,0,4,2,16,3,1,14,5,5,1,0,3
"E00021682",160,87,19,46,0,2,0,7,6,7,73,39,2,7,18,7
"E00021683",156,100,28,46,0,1,2,7,13,3,56,24,3,11,8,10
"E00021685",220,183,32,105,0,4,4,13,16,9,37,16,6,4,8,3
"E00021686",182,156,10,107,1,4,2,19,7,6,26,1,11,4,6,4
"E00021687",189,152,11,114,2,4,3,13,4,1,37,19,6,1,6,5
"E00021688",142,111,9,63,1,3,6,11,13,5,31,11,2,1,10,7
"E00021689",162,152,6,112,0,5,5,9,6,9,10,0,7,0,1,2
"E00021690",218,175,20,115,2,4,4,14,8,8,43,18,6,1,10,8
"E00021691",139,92,16,54,1,3,5,6,4,3,47,30,2,2,6,7
"E00021692",156,135,5,95,1,5,3,13,12,1,21,10,5,0,4,2
"E00021693",199,170,20,114,0,4,9,14,8,1,29,11,3,1,9,5
"E00021694",162,121,17,64,0,6,8,13,6,7,41,16,2,9,6,8
"E00021695",154,134,9,92,0,4,5,15,2,7,20,12,5,1,2,0
"E00021696",186,154,18,93,2,6,6,16,9,4,32,7,3,7,9,6
"E00021697",143,105,25,53,0,1,2,12,7,5,38,17,3,3,10,5
"E00021698",159,116,10,68,0,8,5,23,1,1,43,32,2,2,5,2
"E00021699",172,103,13,61,0,3,3,17,4,2,69,33,2,4,20,10
"E00021700",222,170,16,107,1,4,6,23,9,4,52,24,6,2,15,5
"E00021701",184,147,13,105,1,1,4,19,2,2,37,20,1,1,8,7
"E00021702",124,65,10,37,1,4,1,5,7,0,59,26,0,12,13,8
"E00021703",123,86,11,49,1,2,5,10,6,2,37,14,1,6,12,4
"E00021704",157,115,13,79,2,3,5,4,5,4,42,20,7,9,4,2
"E00021705",175,130,19,79,0,1,4,14,10,3,45,17,10,6,12,0
"E00021706",111,69,10,32,2,2,3,4,15,1,42,18,0,6,12,6
"E00021707",143,112,20,66,0,2,7,3,14,0,31,6,4,6,7,8
"E00021708",130,75,8,46,0,0,3,11,7,0,55,31,2,2,12,8
"E00021709",111,73,12,38,3,0,4,9,7,0,38,18,2,6,10,2
"E00021710",116,71,11,40,0,2,4,6,5,3,45,27,1,1,11,5
"E00021711",200,160,9,100,2,3,8,20,10,8,40,9,6,7,13,5
"E00021712",150,115,8,69,0,4,3,19,7,5,35,21,1,0,7,6
"E00021713",98,71,15,41,0,0,0,4,8,3,27,9,3,6,7,2
"E00021714",100,70,11,35,1,2,5,6,9,1,30,9,3,0,15,3
"E00021715",135,97,14,42,2,1,4,10,18,6,38,11,5,8,9,5
"E00021716",165,71,4,38,0,4,9,10,6,0,94,68,0,5,17,4
"E00021717",109,74,8,45,0,2,3,10,5,1,35,14,3,2,11,5
"E00021718",155,128,9,79,1,6,5,18,8,2,27,10,3,3,8,3
"E00021719",56,42,7,19,2,0,1,6,5,2,14,4,4,3,3,0
"E00021722",158,123,18,76,1,4,5,3,13,3,35,3,2,4,23,3
"E00021723",110,88,12,50,2,5,4,9,5,1,22,7,1,5,6,3
"E00021724",120,107,8,57,1,10,7,20,1,3,13,7,1,2,2,1
"E00021725",116,77,4,45,0,6,1,16,3,2,39,28,2,1,5,3
"E00021726",108,75,20,30,1,2,3,6,12,1,33,14,0,9,8,2
"E00021727",111,73,16,36,0,1,3,4,10,3,38,16,0,7,8,7
"E00021728",114,69,9,31,0,4,1,8,9,7,45,21,3,3,12,6
"E00021729",72,41,4,22,0,1,1,4,6,3,31,14,3,1,9,4
"E00021730",163,115,15,58,3,3,2,7,20,7,48,21,5,5,8,9
"E00021731",156,110,25,58,1,5,2,5,12,2,46,17,4,6,13,6
"E00021732",98,74,7,41,0,4,7,13,2,0,24,14,0,4,3,3
"E00021733",250,213,16,150,0,7,7,16,8,9,37,15,11,0,6,5
"E00021734",208,117,22,59,2,5,5,5,16,3,91,47,3,12,18,11
"E00021735",138,88,22,36,1,0,5,11,11,2,50,19,2,10,11,8
"E00021736",135,85,19,40,2,3,3,7,8,3,50,28,3,4,12,3
"E00021737",104,79,13,48,0,3,1,5,6,3,25,9,6,1,6,3
"E00021738",112,71,16,38,0,1,1,6,6,3,41,13,3,4,13,8
"E00021739",126,101,6,61,0,3,3,17,4,7,25,6,15,2,2,0
"E00021740",168,118,18,69,2,3,7,4,8,7,50,18,2,6,16,8
"E00021741",124,114,1,102,0,0,0,11,0,0,10,0,6,0,2,2
"E00021742",211,172,21,86,4,2,5,24,17,13,39,6,14,3,9,7
"E00021743",141,100,17,38,2,4,7,7,17,8,41,11,8,2,12,8
"E00021744",244,215,4,182,1,3,2,8,8,7,29,9,5,4,9,2
"E00021745",98,58,16,26,1,1,2,1,6,5,40,20,0,4,12,4
"E00021746",143,132,7,105,0,3,4,9,0,4,11,1,7,0,2,1
"E00021748",200,151,15,100,5,5,3,8,6,9,49,21,3,6,11,8
"E00021750",119,78,23,29,1,2,5,3,9,6,41,16,1,5,11,8
"E00021752",138,92,18,42,1,1,2,3,15,10,46,24,2,4,12,4
"E00021753",115,76,19,27,2,0,5,7,14,2,39,16,2,2,8,11
"E00021754",87,43,11,19,0,1,2,5,3,2,44,28,3,4,2,7
"E00021755",125,91,15,57,1,4,2,5,2,5,34,14,2,6,11,1
"E00021756",102,80,10,61,0,1,1,4,3,0,22,12,4,1,2,3
"E00021757",96,54,13,31,1,0,0,2,3,4,42,16,2,5,13,6
"E00021758",134,91,13,51,0,1,5,9,9,3,43,14,4,7,14,4
"E00021759",110,67,19,33,4,1,4,1,4,1,43,21,4,9,8,1
"E00021760",115,79,26,26,0,2,6,3,13,3,36,11,2,7,13,3
"E00021761",102,88,3,57,0,3,2,9,11,3,14,4,7,0,1,2
"E00021762",105,79,15,37,2,1,1,13,3,7,26,13,1,4,5,3
"E00021763",133,87,13,43,0,3,4,10,7,7,46,25,2,6,10,3
"E00021764",109,91,13,53,0,3,3,11,3,5,18,8,1,1,4,4
"E00021766",107,77,9,40,0,2,5,8,12,1,30,17,1,2,7,3
"E00021767",126,85,13,41,0,1,2,16,5,7,41,16,3,1,12,9
"E00167078",120,94,4,71,0,2,1,9,5,2,26,8,8,4,4,2
"E00167079",116,107,3,96,0,0,0,7,0,1,9,1,7,0,0,1
"E00167080",145,116,20,70,1,3,2,9,10,1,29,9,1,6,8,5
"E00167081",120,106,3,71,0,7,4,13,3,5,14,6,6,0,1,1
"E00167082",138,116,11,84,0,3,1,7,4,6,22,2,12,1,4,3
"E00167083",122,95,11,63,0,3,4,4,5,5,27,6,3,10,8,0
"E00167084",113,101,8,72,1,2,2,6,5,5,12,1,2,4,3,2
"E00167085",126,93,11,62,0,2,3,8,7,0,33,9,4,7,9,4
"E00167086",140,114,18,75,1,4,0,6,9,1,26,8,3,7,4,4
"E00167087",144,137,2,121,0,2,1,7,2,2,7,0,0,2,2,3
"E00167088",112,103,4,72,0,1,6,13,5,2,9,0,4,4,0,1
"E00167089",92,66,6,48,0,0,2,2,5,3,26,24,1,0,0,1
"E00167090",100,85,10,64,0,2,0,4,3,2,15,0,1,7,4,3
"E00167091",144,131,9,99,1,4,3,5,5,5,13,3,3,7,0,0
"E00167092",122,103,7,77,1,2,2,6,4,4,19,3,3,5,4,4
"E00167093",97,86,7,66,0,1,1,8,2,1,11,0,4,6,1,0
"E00167094",130,112,8,90,0,1,0,6,1,6,18,13,2,0,2,1
"E00167095",109,65,4,35,0,3,2,5,15,1,44,27,2,2,9,4
"E00167096",66,63,1,47,0,0,1,6,1,7,3,0,1,0,0,2
"E00167097",133,117,6,86,1,3,3,8,10,0,16,2,3,4,3,4
"E00167098",76,75,2,59,0,4,0,6,3,1,1,0,0,0,1,0
"E00167099",73,65,1,49,1,6,4,2,0,2,8,0,7,0,0,1
"E00167100",226,212,7,174,0,2,1,19,5,4,14,3,8,0,0,3
"E00167101",148,135,2,114,0,4,0,13,1,1,13,3,7,0,0,3
"E00167102",130,101,14,58,1,5,1,6,6,10,29,5,5,6,8,5
"E00167103",126,122,0,105,0,1,1,11,2,2,4,1,2,0,1,0
"E00167104",121,115,6,91,0,5,2,9,0,2,6,4,1,0,0,1
"E00167105",132,90,21,49,1,2,3,4,8,2,42,14,1,12,12,3
"E00167106",161,148,5,120,1,5,3,11,1,2,13,6,3,0,2,2
"E00167107",120,106,5,83,0,3,3,5,6,1,14,3,1,3,4,3
"E00167108",165,104,13,68,1,3,3,6,7,3,61,26,3,11,12,9
"E00167109",124,106,5,84,0,0,2,9,3,3,18,1,5,3,3,6
"E00167110",124,102,9,78,0,3,1,6,4,1,22,9,5,4,3,1
"E00167111",149,137,3,116,1,3,1,11,0,2,12,0,10,1,0,1
"E00167112",403,351,15,280,1,2,3,20,20,10,52,24,12,4,8,4
"E00167113",165,126,20,80,0,4,0,4,16,2,39,4,5,8,15,7
"E00167114",140,87,10,42,1,5,3,6,14,6,53,27,1,8,13,4
"E00167115",386,318,21,244,2,3,8,19,13,8,68,3,33,15,6,11
"E00167116",112,75,13,38,1,1,2,7,13,0,37,11,5,5,11,5
"E00167117",50,45,0,36,0,1,0,6,1,1,5,2,2,0,1,0
"E00167118",137,130,4,104,1,9,1,9,1,1,7,1,4,0,0,2
"E00167119",137,114,9,72,1,5,3,15,4,5,23,4,4,5,8,2
"E00167120",139,118,11,84,0,5,1,8,7,2,21,1,7,4,3,6
"E00167121",139,128,2,111,0,4,0,7,3,1,11,2,5,3,0,1
"E00167122",125,102,6,70,0,4,2,16,2,2,23,5,8,5,3,2
"E00167123",116,89,22,47,2,2,2,5,7,2,27,3,1,7,9,7
"E00167124",137,119,12,88,0,1,0,4,11,3,18,2,5,1,7,3
"E00167125",92,80,1,64,0,2,1,6,5,1,12,3,5,2,1,1
"E00167126",177,161,5,140,0,3,2,7,3,1,16,1,6,1,2,6
"E00167127",122,103,2,78,0,4,1,10,6,2,19,5,7,0,3,4
"E00167128",95,69,13,33,1,3,5,5,8,1,26,2,2,10,4,8
"E00167129",321,283,18,205,0,3,5,27,16,9,38,6,13,7,9,3
"E00167130",466,406,25,314,0,5,5,30,21,6,60,6,28,15,6,5
"E00167131",63,25,5,12,1,0,1,3,3,0,38,28,0,2,4,4
"E00167132",289,243,6,199,1,4,2,20,2,9,46,0,37,1,1,7
"E00167133",82,66,10,44,2,3,1,3,3,0,16,11,2,1,1,1
"E00167134",137,127,4,96,0,5,2,15,2,3,10,6,2,1,0,1
"E00167135",130,121,2,105,0,2,0,11,0,1,9,2,2,0,4,1
"E00167136",57,41,7,21,1,1,0,3,8,0,16,5,1,2,7,1
"E00167137",135,118,3,102,0,3,0,7,2,1,17,1,12,0,1,3
"E00167138",134,110,10,90,0,2,0,2,1,5,24,2,6,4,6,6
"E00167139",212,172,3,141,0,2,3,14,3,6,40,0,31,4,2,3
"E00167140",131,102,13,72,0,1,0,7,6,3,29,2,10,6,7,4
"E00167141",169,158,3,134,0,1,1,13,2,4,11,2,5,0,1,3
"E00167142",216,200,7,155,0,9,1,20,3,5,16,7,6,1,2,0
"E00167143",114,79,18,47,1,1,1,5,6,0,35,12,3,7,7,6
"E00167144",120,72,22,26,1,1,0,2,19,1,48,26,2,10,6,4
"E00167145",103,97,6,80,1,1,0,4,1,4,6,2,3,0,1,0
"E00167146",161,143,2,116,0,8,3,8,5,1,18,5,9,2,1,1
"E00167147",109,86,24,46,2,1,1,1,9,2,23,0,3,11,3,6
"E00167148",119,113,0,99,0,4,0,7,2,1,6,1,3,1,0,1
"E00167149",82,71,5,54,0,3,0,4,3,2,11,0,2,2,2,5
"E00167150",209,184,4,163,2,2,2,6,4,1,25,0,17,3,1,4
"E00167151",239,217,3,172,0,8,3,21,6,4,22,3,14,0,2,3
"E00167152",117,97,1,83,1,1,0,7,4,0,20,4,13,1,0,2
"E00167153",129,95,22,45,0,2,2,9,14,1,34,5,9,11,2,7
"E00167154",110,106,5,83,0,4,1,9,3,1,4,1,1,0,1,1
"E00167155",144,128,3,104,1,1,2,10,5,2,16,4,6,2,0,4
"E00167156",120,84,21,34,0,4,5,4,15,1,36,9,4,5,12,6
"E00167157",190,186,1,158,2,3,1,19,2,0,4,1,3,0,0,0
"E00167158",162,153,3,122,1,15,4,7,1,0,9,3,2,1,1,2
"E00167159",119,116,9,89,0,5,2,7,0,4,3,2,0,0,1,0
"E00167160",118,85,14,50,3,0,1,8,4,5,33,10,5,5,7,6
"E00167161",99,66,10,30,0,1,2,6,17,0,33,16,0,5,11,1
"E00167162",189,177,5,152,0,1,1,14,2,2,12,2,2,4,1,3
"E00167163",119,113,1,87,0,2,0,14,4,5,6,2,2,0,2,0
"E00167164",56,49,6,33,1,0,2,1,6,0,7,1,1,3,0,2
"E00167165",133,126,3,101,1,5,0,14,2,0,7,2,4,1,0,0
"E00167166",182,159,10,128,2,2,0,6,4,7,23,1,17,4,1,0
"E00167167",131,126,1,96,0,5,0,15,5,4,5,0,4,0,0,1
"E00167168",148,126,7,99,0,3,0,9,4,4,22,1,9,5,6,1
"E00167169",135,100,15,53,2,2,3,9,14,2,35,2,2,2,20,9
"E00167170",82,77,3,59,0,2,2,8,0,3,5,2,3,0,0,0
"E00167171",70,44,17,21,1,0,0,1,1,3,26,11,3,3,8,1
"E00167172",104,99,4,76,0,1,3,9,4,2,5,1,1,0,1,2
"E00167173",142,88,23,37,0,0,7,9,9,3,54,11,1,8,24,10
"E00167174",134,127,8,104,0,2,2,9,2,0,7,2,2,1,1,1
"E00167175",134,113,7,83,1,5,2,12,3,0,21,13,4,1,1,2
"E00167176",182,148,14,89,1,4,3,16,14,7,34,4,6,4,13,7
"E00167177",129,122,4,86,0,7,5,17,2,1,7,1,5,1,0,0
"E00167178",132,115,9,74,0,2,7,11,11,1,17,3,3,2,5,4
"E00167179",129,115,7,83,0,2,5,14,1,3,14,0,9,1,2,2
"E00167180",120,95,14,59,1,4,1,6,10,0,25,2,5,8,6,4
"E00167181",51,40,2,26,2,0,1,5,2,2,11,3,6,1,0,1
"E00167182",66,49,12,25,0,1,1,2,8,0,17,1,1,5,7,3
"E00167183",67,64,0,52,0,5,0,6,0,1,3,0,1,1,1,0
"E00167184",93,71,13,47,0,1,0,3,4,3,22,5,3,5,7,2
"E00167185",105,59,14,34,0,2,2,1,4,2,46,26,1,3,11,5
"E00167186",121,105,5,80,0,2,2,12,1,3,16,7,7,0,2,0
"E00167187",122,99,12,66,0,3,2,11,1,4,23,6,3,7,3,4
"E00167188",141,131,4,99,1,5,4,16,0,2,10,3,2,1,3,1
"E00167189",120,90,9,66,0,1,4,4,3,3,30,9,10,1,7,3
"E00167190",97,84,8,66,0,0,1,6,1,2,13,5,5,0,3,0
"E00167191",123,117,1,101,0,3,0,6,1,5,6,3,1,0,2,0
"E00167192",104,90,8,73,0,0,1,6,0,2,14,2,2,1,7,2
"E00167193",102,58,8,36,1,2,3,2,5,1,44,17,1,6,17,3
"E00167194",125,102,8,81,0,0,0,2,11,0,23,1,1,11,5,5
"E00167195",98,90,6,61,0,2,0,13,6,2,8,2,4,1,1,0
"E00167196",79,42,7,26,0,0,0,5,4,0,37,17,0,4,13,3
"E00167197",122,69,9,46,1,2,1,6,4,0,53,33,2,3,9,6
"E00167198",183,116,20,67,2,1,5,5,11,5,67,36,5,8,12,6
"E00167199",64,59,2,38,1,0,3,10,5,0,5,0,0,1,2,2
"E00167200",106,91,4,64,2,2,0,16,2,1,15,1,7,5,0,2
"E00167201",141,74,18,37,0,3,1,6,7,2,67,39,2,11,11,4
"E00167202",108,58,12,25,1,1,3,5,9,2,50,33,0,2,12,3
"E00167203",129,103,13,64,0,5,5,9,7,0,26,9,3,6,4,4
"E00167204",121,114,1,97,0,1,1,8,5,1,7,1,4,2,0,0
"E00167205",123,69,14,36,0,0,3,2,12,2,54,24,3,7,10,10
"E00167206",125,78,26,39,1,2,2,3,3,2,47,22,0,7,11,7
"E00167207",116,103,11,77,1,0,2,3,7,2,13,3,2,3,2,3
"E00167208",131,127,6,95,0,6,3,13,3,1,4,1,1,1,0,1
"E00167209",168,150,12,114,1,2,0,6,10,5,18,0,1,9,2,6
"E00167210",73,68,1,56,0,2,1,3,4,1,5,2,3,0,0,0
"E00167211",138,104,31,53,0,1,3,2,9,5,34,9,7,7,8,3
"E00167212",116,94,22,40,1,0,8,4,17,2,22,6,2,5,5,4
"E00167213",111,69,16,26,2,1,3,4,12,5,42,21,2,5,11,3
"E00167214",129,99,16,56,0,4,2,7,10,4,30,6,1,8,10,5
"E00167215",149,123,15,85,0,0,1,7,10,5,26,2,9,3,7,5
"E00167216",113,64,17,27,0,0,3,4,10,3,49,11,2,11,16,9
"E00167217",90,62,14,32,1,2,1,1,10,1,28,14,1,2,6,5
"E00167218",121,108,7,79,1,1,2,7,8,3,13,0,1,5,5,2
"E00167219",95,64,17,26,0,1,2,0,17,1,31,10,1,13,5,2
"E00167220",135,127,2,103,1,4,1,10,3,3,8,0,6,0,0,2
"E00167221",157,101,17,57,1,1,4,7,9,5,56,26,0,11,11,8
"E00167222",89,59,16,27,2,2,1,2,7,2,30,5,2,11,8,4
"E00167223",133,104,23,61,0,1,4,3,12,0,29,3,2,9,11,4
"E00167224",141,100,18,53,3,1,2,4,14,5,41,4,6,16,11,4
"E00167225",101,74,20,29,2,5,4,2,9,3,27,5,2,14,5,1
"E00167226",130,126,0,109,0,1,2,8,2,4,4,0,2,1,0,1
"E00167227",134,99,12,68,1,1,4,10,2,1,35,18,4,6,6,1
"E00167228",115,89,20,45,0,0,1,7,10,6,26,5,2,6,9,4
"E00167229",123,72,11,44,1,2,3,2,5,4,51,26,1,6,15,3
"E00167230",118,116,5,97,0,2,2,6,3,1,2,1,0,0,0,1
"E00167231",99,76,8,53,0,1,0,2,11,1,23,1,8,6,5,3
"E00167232",109,95,5,66,0,2,7,6,4,5,14,3,2,1,4,4
"E00167233",87,81,10,59,0,0,1,5,6,0,6,1,1,3,1,0
"E00167234",116,77,17,39,1,1,5,6,7,1,39,12,0,7,12,8
"E00167235",141,86,17,41,2,3,5,7,9,2,55,23,4,9,13,6
"E00167236",94,87,2,79,0,1,1,1,0,3,7,1,4,0,2,0
"E00167237",102,97,2,87,0,1,1,5,1,0,5,1,3,0,0,1
"E00167238",137,102,24,46,2,2,3,8,14,3,35,19,1,6,3,6
"E00167239",80,59,4,34,2,2,2,3,9,3,21,1,2,9,8,1
"E00167240",138,79,21,33,0,2,6,4,11,2,59,18,2,8,22,9
"E00167241",117,71,23,23,3,3,0,3,11,5,46,19,1,2,17,7
"E00167242",88,79,5,51,1,2,5,7,4,4,9,0,3,1,3,2
"E00167243",133,128,4,88,1,6,2,18,4,5,5,1,2,1,1,0
