"GeographyCode","QS502EW0001","QS502EW0002","QS502EW0003","QS502EW0004","QS502EW0005","QS502EW0006","QS502EW0007","QS502EW0008","QS502EW0009","QS502EW0010","QS502EW0011","QS502EW0012","QS502EW0013","QS502EW0014"
"E00021601",205,9,47,1,97,5,1,80,9,130,7,56,24,62
"E00021602",319,37,77,13,136,20,5,122,9,180,5,56,41,81
"E00021603",168,3,37,2,103,6,6,94,7,118,5,52,27,46
"E00021604",290,55,84,18,89,28,8,75,20,101,7,37,37,57
"E00021605",269,29,59,5,128,12,2,115,15,175,6,91,40,70
"E00021606",267,25,67,4,129,15,3,108,7,158,8,90,30,58
"E00021607",205,73,49,13,52,18,9,37,14,46,7,22,23,29
"E00021608",202,15,77,8,98,5,1,89,14,108,8,47,29,32
"E00021610",267,56,61,10,105,13,1,88,16,125,7,58,18,53
"E00021611",330,59,83,5,133,13,8,119,14,162,6,63,38,68
"E00021612",204,2,54,3,108,7,1,93,7,138,11,70,23,63
"E00021613",184,2,38,2,89,4,3,92,3,137,6,63,20,59
"E00021614",251,9,70,7,140,10,3,125,11,164,12,71,40,59
"E00021615",205,8,52,7,107,8,3,92,9,127,5,62,35,47
"E00021616",315,89,67,14,72,27,10,46,18,76,6,18,19,54
"E00021617",164,1,51,6,83,7,3,79,10,107,2,42,19,54
"E00021618",185,57,50,17,36,17,2,23,7,37,3,7,9,30
"E00021619",322,88,85,23,70,24,6,59,17,72,11,21,26,61
"E00021620",207,27,48,6,71,19,3,51,14,78,2,33,23,54
"E00021621",248,79,58,18,52,24,7,31,13,47,7,14,14,37
"E00021622",232,8,49,5,107,7,3,97,8,169,3,68,24,87
"E00021623",133,41,42,13,32,15,2,22,6,31,4,12,21,18
"E00021624",285,15,74,12,129,16,11,120,18,169,9,76,41,74
"E00021625",483,39,151,20,229,24,5,200,29,297,10,119,66,123
"E00021626",316,31,66,8,118,13,9,107,8,182,11,63,38,100
"E00021627",342,12,84,11,168,15,2,148,18,217,14,98,47,96
"E00021628",188,11,79,12,87,19,6,73,18,89,18,54,50,28
"E00021629",211,2,55,6,100,15,6,91,13,144,4,64,27,66
"E00021630",221,46,65,14,76,20,3,69,12,79,6,29,42,36
"E00021631",267,4,84,11,159,15,4,145,13,180,13,68,52,78
"E00021632",212,6,46,3,100,8,4,95,5,149,3,67,31,78
"E00021633",200,6,54,4,124,4,0,111,10,142,4,68,31,51
"E00021634",249,21,63,4,135,9,6,110,10,150,9,61,31,61
"E00021635",206,10,42,4,106,5,2,107,5,151,8,57,30,55
"E00021636",247,76,60,18,77,28,4,53,21,57,5,24,19,30
"E00021637",374,95,105,21,76,35,3,70,30,100,5,35,25,88
"E00021639",265,87,69,14,62,30,6,32,24,41,5,17,21,32
"E00021640",286,68,70,23,60,24,5,38,16,58,12,33,33,54
"E00021641",331,96,82,24,95,24,3,72,17,91,7,23,37,58
"E00021642",253,74,41,17,57,20,4,39,17,61,7,15,24,57
"E00021643",194,62,56,13,61,24,3,35,13,49,4,16,19,20
"E00021644",281,96,66,16,82,18,6,55,14,56,1,24,36,33
"E00021646",337,102,95,20,95,20,3,53,20,62,11,17,20,50
"E00021648",193,5,57,7,113,10,2,101,13,133,9,46,31,38
"E00021649",317,85,65,18,75,33,2,61,24,80,9,23,17,70
"E00021650",215,22,78,9,121,13,1,112,10,130,3,47,37,37
"E00021651",224,7,48,4,92,9,4,90,11,152,4,66,22,76
"E00021652",253,12,63,3,136,14,9,121,18,151,13,63,36,62
"E00021653",403,126,102,29,65,37,5,41,19,78,7,23,33,74
"E00021654",268,74,67,21,70,22,7,39,22,46,7,24,32,35
"E00021655",195,68,43,9,36,10,3,31,6,38,3,6,13,30
"E00021656",349,73,85,11,137,24,6,103,27,75,8,29,34,54
"E00021657",196,6,53,7,99,8,2,91,7,125,7,45,32,65
"E00021658",162,3,37,4,98,8,1,91,6,121,5,56,27,38
"E00021659",268,48,91,21,95,28,3,78,13,91,1,31,25,46
"E00021660",234,71,50,10,75,11,4,58,8,78,6,16,20,43
"E00021661",418,91,109,35,150,34,11,125,24,136,5,47,36,101
"E00021662",437,98,128,34,123,48,8,78,43,100,7,21,35,87
"E00021663",204,54,60,25,47,38,2,31,18,43,6,26,30,26
"E00021665",327,100,85,20,75,27,6,46,10,49,7,14,24,56
"E00021666",428,67,126,28,131,47,8,119,29,155,15,54,53,93
"E00021667",333,104,79,24,58,26,5,43,12,45,7,7,27,81
"E00021668",443,99,95,20,154,22,9,119,19,154,13,81,46,92
"E00021669",334,102,85,26,65,33,4,48,13,52,4,14,27,64
"E00021670",265,91,62,22,38,27,5,30,15,32,2,10,24,48
"E00021671",248,64,64,22,66,24,1,46,9,43,3,12,23,40
"E00021672",362,76,117,16,144,29,1,116,20,127,5,39,26,62
"E00021673",376,152,62,20,78,18,3,61,10,71,3,15,24,61
"E00021674",330,54,100,22,115,26,4,111,26,131,15,43,30,73
"E00021675",371,109,85,26,83,39,3,57,32,61,3,15,23,67
"E00021676",284,6,83,9,139,21,10,115,14,176,7,59,37,74
"E00021677",282,69,86,9,79,21,6,57,15,81,11,26,24,53
"E00021678",359,51,105,30,151,29,4,148,30,155,12,51,42,66
"E00021679",125,15,33,5,58,14,2,45,12,53,5,21,20,32
"E00021680",423,48,119,19,195,20,4,165,20,229,15,64,48,92
"E00021681",246,14,61,5,108,6,6,100,3,174,3,59,42,77
"E00021682",437,130,99,25,105,33,6,92,13,130,7,19,25,92
"E00021683",411,123,108,27,104,29,5,71,20,93,3,22,18,77
"E00021685",464,80,102,22,174,28,5,137,20,211,16,61,42,105
"E00021686",497,24,96,16,156,17,5,162,8,319,9,58,58,226
"E00021687",399,48,126,26,147,24,4,148,16,219,4,58,44,104
"E00021688",332,63,109,26,113,33,7,93,26,119,4,32,25,60
"E00021689",393,6,121,17,164,19,5,155,12,224,9,63,36,154
"E00021690",406,54,93,15,150,21,3,126,20,187,11,55,43,113
"E00021691",258,55,85,11,86,24,3,70,13,89,3,33,25,56
"E00021692",259,22,62,6,136,10,5,122,11,174,4,61,28,64
"E00021693",368,49,81,12,144,18,4,115,13,177,13,51,32,105
"E00021694",354,82,82,26,113,20,4,96,25,111,12,21,43,73
"E00021695",330,38,83,10,170,29,2,135,19,171,5,51,40,76
"E00021696",436,80,120,30,169,42,7,149,21,190,10,43,47,79
"E00021697",247,60,61,15,66,13,3,45,13,72,8,18,27,39
"E00021698",296,46,81,13,166,14,4,131,14,174,2,71,37,47
"E00021699",315,79,94,18,108,34,6,91,27,119,11,31,26,42
"E00021700",445,67,103,27,180,34,7,155,18,215,11,60,48,125
"E00021701",391,77,109,24,168,26,9,144,23,187,6,48,49,71
"E00021702",257,86,65,16,50,24,3,34,11,51,6,12,21,44
"E00021703",256,52,72,21,78,22,10,64,16,100,7,29,33,55
"E00021704",293,60,74,17,117,24,5,85,14,121,7,38,35,56
"E00021705",345,71,85,21,115,34,5,89,20,141,7,38,28,66
"E00021706",271,73,75,14,67,17,3,59,14,67,3,12,28,54
"E00021707",291,63,78,25,98,29,4,78,10,99,6,26,17,63
"E00021708",267,80,71,21,81,19,6,67,19,90,7,15,28,35
"E00021709",262,71,47,12,53,13,5,32,17,57,3,15,11,67
"E00021710",252,81,60,18,57,10,3,49,8,58,5,26,20,53
"E00021711",397,51,104,25,165,31,3,129,20,189,11,29,41,92
"E00021712",287,36,72,13,128,17,4,103,14,134,14,34,24,67
"E00021713",206,52,52,11,55,20,0,37,7,57,2,14,9,40
"E00021714",187,37,62,13,54,27,6,30,16,44,7,13,8,32
"E00021715",276,55,85,17,90,24,9,86,21,80,3,18,22,49
"E00021716",258,122,39,16,41,8,2,34,11,51,6,30,18,35
"E00021717",214,47,41,15,63,13,2,55,15,81,5,20,15,43
"E00021718",317,49,85,14,119,21,1,98,16,152,8,45,22,83
"E00021719",129,28,43,12,44,14,4,25,10,43,3,15,11,24
"E00021722",296,59,115,15,104,23,5,74,20,110,24,18,20,54
"E00021723",235,53,69,12,97,15,1,75,13,108,5,21,20,26
"E00021724",223,23,65,6,116,8,2,104,7,126,9,33,23,44
"E00021725",207,38,54,8,101,13,3,94,8,117,11,47,37,28
"E00021726",182,51,47,12,48,21,2,27,12,35,5,16,24,35
"E00021727",180,49,41,11,52,16,0,28,17,36,7,16,23,24
"E00021728",202,65,44,12,45,22,2,37,17,63,7,16,10,35
"E00021729",153,39,45,11,54,18,1,50,13,51,6,15,19,23
"E00021730",289,73,77,15,76,28,9,53,22,81,9,26,24,66
"E00021731",286,91,60,18,75,31,6,56,9,80,7,21,21,43
"E00021732",213,47,48,5,91,13,2,70,9,98,6,30,23,43
"E00021733",516,77,122,28,194,34,6,163,38,200,18,94,66,123
"E00021734",454,126,121,36,123,41,6,74,22,108,6,48,42,70
"E00021735",354,92,69,28,86,46,6,43,23,87,5,22,17,78
"E00021736",364,131,94,27,66,32,5,46,14,48,6,13,28,58
"E00021737",225,32,65,13,76,13,3,66,17,87,4,16,27,46
"E00021738",262,77,72,21,88,23,3,65,15,66,7,16,29,34
"E00021739",255,17,68,9,108,19,3,104,20,133,7,28,24,79
"E00021740",302,67,67,20,76,43,4,55,24,76,10,23,27,78
"E00021741",222,2,58,8,122,8,0,119,5,175,2,52,26,81
"E00021742",434,76,112,17,151,22,7,136,26,187,7,42,36,98
"E00021743",272,59,74,11,70,21,2,65,14,84,11,16,29,72
"E00021744",527,44,166,28,235,31,8,238,20,297,9,96,57,154
"E00021745",183,70,32,14,33,13,3,28,7,31,2,9,21,30
"E00021746",222,4,64,9,110,11,5,113,7,160,4,52,30,69
"E00021748",459,95,95,28,161,21,7,131,25,148,14,51,40,107
"E00021750",317,83,70,34,85,42,5,62,21,70,5,21,30,63
"E00021752",340,88,78,23,98,29,2,78,14,91,10,28,26,77
"E00021753",203,60,54,14,48,20,2,29,15,46,6,17,16,33
"E00021754",162,45,34,6,36,11,4,37,6,34,2,10,17,24
"E00021755",304,48,100,21,123,23,2,104,18,130,11,31,34,61
"E00021756",188,33,45,12,64,19,2,49,14,59,6,16,18,46
"E00021757",192,66,38,11,48,21,3,40,8,30,6,13,10,37
"E00021758",277,65,74,23,83,25,4,76,14,101,3,24,23,58
"E00021759",274,81,70,18,57,25,6,40,17,53,0,11,21,50
"E00021760",238,81,58,17,52,28,4,33,8,48,8,14,19,39
"E00021761",312,11,100,9,143,18,3,148,8,119,3,41,35,91
"E00021762",246,65,60,13,73,16,2,55,16,83,9,25,13,50
"E00021763",304,91,84,21,86,27,8,78,20,79,12,24,31,49
"E00021764",384,64,109,27,163,32,4,139,22,141,8,32,39,58
"E00021766",333,77,92,16,109,34,6,85,20,98,9,19,28,60
"E00021767",194,37,62,11,74,24,4,72,16,96,6,21,18,47
"E00167078",473,33,191,39,232,22,1,218,37,140,15,30,35,97
"E00167079",208,3,45,4,78,9,2,67,10,130,4,37,24,79
"E00167080",269,53,72,20,79,25,5,62,14,93,3,39,31,47
"E00167081",239,15,64,9,98,13,3,90,13,133,10,65,48,59
"E00167082",280,19,75,17,121,26,4,111,12,132,9,31,46,66
"E00167083",256,58,65,18,96,32,4,76,14,95,4,27,20,35
"E00167084",192,15,63,15,86,26,2,61,13,84,6,34,22,37
"E00167085",224,51,48,18,68,21,3,54,9,70,6,23,8,43
"E00167086",293,48,73,13,86,20,1,77,16,112,6,46,26,92
"E00167087",256,14,60,11,134,16,3,120,7,188,3,51,40,63
"E00167088",197,9,53,7,118,13,2,98,18,134,9,43,27,43
"E00167089",164,24,51,11,72,14,2,67,10,94,7,26,24,29
"E00167090",155,15,46,13,57,15,1,44,17,58,6,31,16,37
"E00167091",270,19,68,13,146,22,2,121,17,154,9,48,38,55
"E00167092",249,22,91,12,118,22,2,105,19,107,9,37,31,36
"E00167093",163,14,44,6,74,4,3,74,7,110,4,28,23,40
"E00167094",263,35,65,6,114,16,1,109,13,157,5,32,17,69
"E00167095",348,100,93,22,81,29,10,59,20,74,3,20,40,54
"E00167096",131,4,50,5,90,4,2,84,5,78,1,27,19,33
"E00167097",222,16,58,9,118,16,4,105,18,121,5,53,32,62
"E00167098",126,1,29,5,59,3,3,57,2,92,2,39,19,42
"E00167099",109,2,35,1,46,3,2,47,4,73,3,26,21,42
"E00167100",509,3,126,4,278,12,4,282,13,395,11,108,64,155
"E00167101",245,3,69,4,122,9,2,116,6,179,3,70,31,78
"E00167102",246,21,68,11,85,18,5,68,13,115,8,29,21,61
"E00167103",199,1,52,8,103,5,2,107,4,143,3,65,27,64
"E00167104",207,4,47,2,119,4,0,112,6,153,4,61,27,57
"E00167105",322,98,95,23,72,35,4,46,19,52,6,24,30,34
"E00167106",283,15,76,7,136,8,6,134,8,197,3,71,30,73
"E00167107",191,18,46,8,76,15,0,72,11,109,8,42,23,52
"E00167108",335,89,83,16,85,20,5,56,25,93,6,38,32,68
"E00167109",211,21,47,9,76,22,3,66,21,109,6,31,23,57
"E00167110",235,40,42,12,66,9,0,55,9,119,8,33,25,58
"E00167111",265,4,44,8,84,9,3,88,9,199,4,60,34,99
"E00167112",707,52,144,19,231,28,9,210,20,441,15,144,58,265
"E00167113",328,68,86,28,92,23,4,74,13,108,8,39,27,65
"E00167114",361,109,99,14,72,32,7,50,17,72,4,20,24,73
"E00167115",590,57,133,26,191,29,3,178,28,298,27,109,66,183
"E00167116",211,68,53,15,42,23,5,43,11,37,6,25,19,39
"E00167117",126,4,28,5,46,6,1,44,7,86,3,17,14,55
"E00167118",225,8,43,2,88,11,2,81,8,154,5,49,27,85
"E00167119",249,32,47,8,86,21,4,74,15,116,7,37,25,82
"E00167120",236,20,72,10,64,27,0,63,14,120,5,35,32,73
"E00167121",241,6,37,7,83,10,0,76,9,169,2,59,29,100
"E00167122",193,20,41,6,61,11,3,71,5,121,3,49,28,67
"E00167123",237,63,57,22,60,29,7,46,25,62,5,15,28,28
"E00167124",259,30,79,18,90,25,4,55,18,106,7,61,36,52
"E00167125",156,6,28,2,56,8,5,58,11,98,6,29,19,51
"E00167126",338,6,64,9,115,15,5,105,8,240,3,82,32,118
"E00167127",226,5,57,6,99,15,6,95,12,140,10,59,27,69
"E00167128",180,43,49,17,34,17,1,22,11,32,7,17,15,34
"E00167129",512,50,110,21,167,25,11,167,25,292,21,128,77,170
"E00167130",704,42,164,46,246,55,5,246,45,401,19,138,67,223
"E00167131",119,47,18,10,16,13,2,13,7,27,2,10,8,25
"E00167132",387,2,73,8,145,15,8,153,19,259,11,93,43,161
"E00167133",144,25,32,13,37,15,2,27,16,51,5,27,18,41
"E00167134",210,4,57,14,99,19,4,83,10,132,6,53,23,56
"E00167135",228,7,56,6,102,7,2,102,9,174,5,69,42,82
"E00167136",140,54,38,9,21,7,7,15,8,23,2,6,9,19
"E00167137",210,3,37,4,80,8,1,79,6,153,6,55,32,71
"E00167138",203,5,59,11,64,15,2,56,16,116,6,38,16,56
"E00167139",282,6,55,7,98,4,5,103,10,187,7,59,27,117
"E00167140",203,9,52,18,64,21,5,64,12,110,5,33,19,65
"E00167141",296,5,52,10,119,17,4,113,7,193,9,54,30,126
"E00167142",418,20,95,16,179,27,4,163,18,278,12,99,59,132
"E00167143",264,60,67,20,74,23,4,57,16,83,6,21,25,55
"E00167144",308,89,81,37,53,23,3,31,22,46,3,14,19,57
"E00167145",180,3,26,6,49,11,4,56,15,126,4,41,29,68
"E00167146",277,15,45,10,104,18,4,94,9,174,15,76,34,103
"E00167147",160,34,46,13,47,22,5,35,15,54,6,21,23,26
"E00167148",185,3,35,3,63,8,1,69,3,140,2,40,19,74
"E00167149",137,9,35,9,35,13,4,33,11,69,9,29,18,41
"E00167150",341,12,52,10,88,18,0,76,15,223,3,65,40,133
"E00167151",390,11,81,19,139,18,3,130,10,262,9,77,43,145
"E00167152",161,6,39,5,51,4,2,53,3,109,5,36,19,66
"E00167153",253,49,73,20,51,29,3,40,15,76,8,29,18,53
"E00167154",190,4,45,8,95,10,4,77,14,126,7,52,33,55
"E00167155",282,17,73,10,131,6,6,128,11,172,5,69,37,70
"E00167156",251,81,52,21,57,19,1,39,8,53,1,15,21,42
"E00167157",302,1,82,9,138,13,5,138,13,228,6,74,39,117
"E00167158",241,7,36,3,94,6,3,93,8,194,4,73,30,113
"E00167159",194,7,41,10,77,12,2,73,15,145,6,48,21,65
"E00167160",238,52,70,17,67,26,4,55,26,72,10,28,30,53
"E00167161",230,82,55,15,29,18,4,15,7,34,0,14,14,57
"E00167162",305,7,55,12,109,15,2,105,18,219,8,72,39,126
"E00167163",246,9,58,11,106,12,4,91,10,165,7,39,20,85
"E00167164",85,7,23,7,24,8,0,18,4,33,6,13,10,25
"E00167165",225,3,55,7,98,8,3,80,12,154,6,53,21,82
"E00167166",432,16,120,13,220,21,6,217,9,272,7,73,38,119
"E00167167",264,1,66,7,122,15,4,112,12,170,5,44,34,97
"E00167168",246,4,66,8,118,13,4,111,9,154,4,51,24,64
"E00167169",319,67,79,42,82,41,4,54,31,84,13,26,43,60
"E00167170",149,1,25,4,58,6,2,46,4,107,5,40,14,54
"E00167171",152,53,34,17,37,14,2,24,7,25,4,6,6,33
"E00167172",196,23,48,7,92,19,3,74,10,113,5,20,24,31
"E00167173",363,113,101,40,84,39,2,41,18,58,7,28,33,51
"E00167174",221,12,65,2,121,5,4,114,8,150,2,66,39,79
"E00167175",193,5,56,5,108,6,3,89,8,118,10,65,33,50
"E00167176",317,29,72,25,135,28,5,134,19,169,4,44,35,72
"E00167177",246,4,63,12,110,9,3,110,8,175,7,38,26,89
"E00167178",265,43,90,18,111,28,5,87,20,128,6,39,26,42
"E00167179",234,5,72,20,101,19,5,93,16,120,15,27,24,83
"E00167180",212,39,73,16,55,23,4,48,13,60,8,27,19,53
"E00167181",141,17,28,7,50,9,3,42,11,69,1,13,11,38
"E00167182",101,21,28,10,33,10,2,18,6,30,6,15,11,12
"E00167183",112,1,24,5,54,4,3,46,12,75,2,36,28,41
"E00167184",152,26,40,11,57,18,5,48,15,58,3,30,10,26
"E00167185",192,75,56,19,38,27,8,28,11,25,3,17,14,15
"E00167186",236,14,79,12,138,25,3,134,18,152,8,44,25,44
"E00167187",241,38,77,13,113,18,6,98,16,113,6,35,32,46
"E00167188",285,6,99,20,163,27,8,139,26,177,12,46,52,59
"E00167189",252,43,70,11,119,20,2,104,13,103,5,39,32,35
"E00167190",183,25,52,8,92,14,2,89,6,97,2,34,27,32
"E00167191",208,9,69,12,122,16,6,112,21,132,5,43,29,47
"E00167192",206,27,55,12,104,13,5,85,11,111,12,38,23,44
"E00167193",176,73,45,14,31,18,5,20,13,23,11,17,11,18
"E00167194",215,25,68,16,101,28,9,79,16,84,5,38,34,38
"E00167195",161,11,48,11,94,12,2,76,14,91,10,43,30,22
"E00167196",163,71,40,16,28,25,6,15,17,7,3,7,19,6
"E00167197",209,76,58,17,45,17,2,43,17,53,10,10,21,24
"E00167198",396,132,109,23,94,36,3,65,30,85,10,26,33,71
"E00167199",155,7,50,10,80,16,2,63,14,95,5,19,27,41
"E00167200",201,6,76,18,107,29,7,78,20,108,9,22,26,49
"E00167201",239,92,67,24,46,25,4,26,16,30,2,10,24,23
"E00167202",165,66,32,14,32,24,3,23,8,26,4,8,21,16
"E00167203",317,58,86,19,125,25,3,96,25,128,12,44,28,78
"E00167204",229,2,87,10,136,13,5,140,12,166,7,68,29,63
"E00167205",225,81,46,10,44,16,4,21,9,45,1,17,21,35
"E00167206",278,81,65,19,59,34,3,57,22,68,9,18,22,44
"E00167207",244,27,57,12,100,20,1,81,14,136,6,32,19,63
"E00167208",255,4,86,10,140,20,6,132,16,175,13,57,35,56
"E00167209",290,15,91,23,121,38,3,114,29,159,15,76,42,70
"E00167210",127,5,37,4,85,10,0,78,5,102,6,36,16,23
"E00167211",298,73,71,17,74,25,2,57,16,89,4,27,25,56
"E00167212",195,38,49,31,42,31,5,27,21,37,10,15,22,47
"E00167213",277,97,64,22,54,32,5,26,21,37,8,7,21,34
"E00167214",265,37,69,23,77,37,3,56,29,100,10,21,19,60
"E00167215",266,48,57,14,67,35,5,67,16,106,6,20,19,71
"E00167216",256,86,65,15,60,23,4,35,11,41,3,10,25,39
"E00167217",213,51,54,21,37,25,5,17,11,48,4,10,15,41
"E00167218",222,28,73,14,91,16,3,79,19,99,7,23,20,55
"E00167219",201,69,52,22,40,21,2,25,11,35,1,20,16,34
"E00167220",218,3,36,3,80,11,4,78,4,153,8,38,27,93
"E00167221",315,87,90,20,75,28,3,44,18,76,6,26,29,56
"E00167222",231,71,67,17,52,23,4,36,13,37,7,8,13,37
"E00167223",257,42,84,27,68,36,4,45,26,60,11,32,25,56
"E00167224",224,37,67,29,53,34,1,33,25,54,8,18,21,51
"E00167225",232,61,56,19,56,30,4,36,6,43,3,12,14,43
"E00167226",207,5,49,10,82,11,0,84,13,137,6,50,18,70
"E00167227",279,53,82,25,71,29,4,68,16,99,3,29,26,67
"E00167228",215,46,59,16,59,22,6,39,19,63,7,16,19,34
"E00167229",241,91,63,14,48,18,6,27,19,37,7,15,20,36
"E00167230",183,4,44,5,62,12,3,54,12,113,9,37,22,76
"E00167231",219,33,51,10,60,18,1,46,13,85,2,23,18,69
"E00167232",179,20,42,3,73,11,4,64,6,89,4,43,26,50
"E00167233",157,12,60,14,67,29,3,50,20,69,11,37,28,36
"E00167234",268,77,77,23,49,34,6,27,17,47,4,18,29,31
"E00167235",342,98,84,13,64,18,6,45,25,48,7,18,31,55
"E00167236",171,4,36,5,79,8,1,71,5,119,3,36,8,55
"E00167237",175,3,35,3,101,6,2,82,6,124,5,45,29,41
"E00167238",249,73,68,28,54,29,4,38,18,63,7,22,20,32
"E00167239",125,24,34,7,35,8,0,37,6,46,5,16,12,20
"E00167240",302,107,87,21,61,37,4,38,29,35,8,12,21,31
"E00167241",278,98,55,24,53,22,2,28,14,44,3,11,13,49
"E00167242",150,13,66,11,62,15,3,48,12,65,7,21,24,32
"E00167243",257,7,81,16,129,16,9,108,16,159,13,54,31,86
"E00167244",242,12,72,11,116,13,5,104,13,144,7,26,27,74
"E00167245",256,38,68,22,85,30,3,62,30,111,3,42,23,55
"E00167246",179,67,44,12,46,10,4,45,11,40,5,12,15,12
"E00167247",144,14,46,9,77,8,2,74,10,88,7,26,11,19
"E00167248",356,7,81,7,119,11,5,120,22,228,12,73,47,146
"E00167249",346,13,55,3,101,10,3,110,13,233,6,67,37,138
"E00167250",237,73,64,18,43,15,1,31,13,34,3,11,18,36
"E00167251",1049,5,355,34,572,26,3,597,18,164,6,13,53,333
"E00167252",282,54,88,23,98,26,1,77,18,91,4,27,22,47
"E00167253",231,23,56,11,88,21,6,65,15,103,9,65,23,59
"E00167254",229,38,88,11,87,18,4,89,8,48,6,12,17,52
"E00167255",276,66,84,13,94,12,6,61,14,78,7,27,23,34
"E00167256",224,20,65,15,101,22,5,69,19,112,7,71,32,47
"E00167257",281,26,83,24,119,28,9,97,31,139,15,61,37,66
"E00167258",299,104,80,24,77,30,3,43,17,42,6,18,23,32
"E00167259",176,57,39,14,51,18,0,28,12,35,2,6,8,30
"E00167260",452,182,104,24,117,31,8,75,24,67,3,22,39,35
"E00167261",330,53,85,9,117,21,5,100,18,147,6,46,31,67
"E00167262",82,2,14,2,34,3,0,23,2,52,4,20,9,26
"E00167263",188,0,63,12,121,9,3,110,9,130,5,48,31,47
"E00167264",236,50,74,18,63,25,8,51,25,76,5,25,29,44
"E00167265",321,134,64,10,65,14,4,63,10,82,10,27,31,52
"E00167266",279,85,59,17,103,13,3,91,12,106,12,27,22,41
