"GeographyCode","QS501EW0001","QS501EW0002","QS501EW0003","QS501EW0004","QS501EW0005","QS501EW0006","QS501EW0007","QS501EW0008"
"E00167148",185,3,3,6,1,8,144,20
"E00167149",137,9,11,6,0,12,81,18
"E00167150",341,12,13,16,0,18,239,43
"E00167151",390,11,11,16,1,21,280,50
"E00167152",161,6,7,6,1,9,121,11
"E00167153",253,49,30,29,2,23,93,27
"E00167154",190,4,7,8,1,19,135,16
"E00167155",282,17,15,6,2,24,188,30
"E00167156",251,81,28,32,1,19,57,33
"E00167157",302,1,6,10,0,17,243,25
"E00167158",241,7,3,5,0,6,203,17
"E00167159",194,7,7,8,1,7,153,11
"E00167160",238,52,28,20,2,31,84,21
"E00167161",230,82,33,26,4,12,39,34
"E00167162",305,7,7,10,1,19,237,24
"E00167163",246,9,6,8,1,22,177,23
"E00167164",85,7,13,8,0,3,42,12
"E00167165",225,3,6,12,2,13,163,26
"E00167166",432,16,18,17,2,49,292,38
"E00167167",264,1,11,16,3,19,182,32
"E00167168",246,4,13,14,0,25,163,27
"E00167169",319,67,43,37,2,34,102,34
"E00167170",149,1,3,8,0,10,117,10
"E00167171",152,53,17,18,1,17,29,17
"E00167172",196,23,5,16,2,12,118,20
"E00167173",363,113,61,49,1,28,74,37
"E00167174",221,12,11,7,1,16,159,15
"E00167175",193,5,12,8,0,18,137,13
"E00167176",317,29,23,16,1,37,179,32
"E00167177",246,4,3,7,0,16,179,37
"E00167178",265,43,23,28,1,21,135,14
"E00167179",234,5,13,18,2,35,132,29
"E00167180",212,39,29,25,3,19,71,26
"E00167181",141,17,10,10,2,14,73,15
"E00167182",101,21,15,15,0,7,39,4
"E00167183",112,1,2,3,0,15,81,10
"E00167184",152,26,12,15,3,18,71,7
"E00167185",192,75,22,26,5,17,35,12
"E00167186",236,14,0,13,0,28,163,18
"E00167187",241,38,9,21,4,31,123,15
"E00167188",285,6,13,22,1,33,194,16
"E00167189",252,43,19,24,0,39,112,15
"E00167190",183,25,9,14,1,19,104,11
"E00167191",208,9,2,12,1,24,144,16
"E00167192",206,27,7,16,4,17,122,13
"E00167193",176,73,23,14,3,17,35,11
"E00167194",215,25,27,22,6,23,98,14
"E00167195",161,11,11,8,0,20,103,8
"E00167196",163,71,20,19,5,22,15,11
"E00167197",209,76,27,18,1,15,62,10
"E00167198",396,132,40,38,2,42,99,43
"E00167199",155,7,7,8,0,11,100,22
"E00167200",201,6,9,21,3,27,124,11
"E00167201",239,92,36,31,2,25,36,17
"E00167202",165,66,18,21,2,11,32,15
"E00167203",317,58,26,30,1,39,142,21
"E00167204",229,2,4,6,3,14,180,20
"E00167205",225,81,20,28,4,11,51,30
"E00167206",278,81,33,22,1,34,78,29
"E00167207",244,27,18,17,1,12,143,26
"E00167208",255,4,11,14,0,17,194,15
"E00167209",290,15,25,18,0,27,182,23
"E00167210",127,5,4,2,0,7,108,1
"E00167211",298,73,34,32,1,28,101,29
"E00167212",195,38,28,25,2,24,51,27
"E00167213",277,97,39,33,5,30,45,28
"E00167214",265,37,24,32,2,32,110,28
"E00167215",266,48,17,23,3,30,114,31
"E00167216",256,86,41,30,4,23,44,28
"E00167217",213,51,35,29,4,14,53,27
"E00167218",222,28,17,16,2,32,113,14
"E00167219",201,69,29,19,2,15,44,23
"E00167220",218,3,6,2,1,10,167,29
"E00167221",315,87,45,37,2,22,89,33
"E00167222",231,71,36,33,3,24,44,20
"E00167223",257,42,38,30,3,29,79,36
"E00167224",224,37,33,29,0,25,66,34
"E00167225",232,61,35,40,2,21,48,25
"E00167226",207,5,5,11,0,15,150,21
"E00167227",279,53,37,21,2,27,103,36
"E00167228",215,46,35,24,5,22,71,12
"E00167229",241,91,40,22,5,16,48,19
"E00167230",183,4,8,8,1,9,126,27
"E00167231",219,33,21,25,0,16,88,36
"E00167232",179,20,7,14,1,16,103,18
"E00167233",157,12,16,19,2,18,78,12
"E00167234",268,77,52,38,4,16,56,25
"E00167235",342,98,53,28,4,49,64,46
"E00167236",171,4,6,11,0,9,128,13
"E00167237",175,3,3,11,1,10,138,9
"E00167238",249,73,40,25,3,15,79,14
"E00167239",125,24,19,10,0,13,56,3
"E00167240",302,107,51,33,2,38,45,26
"E00167241",278,98,42,37,0,16,46,39
"E00167242",150,13,17,12,3,16,76,13
"E00167243",257,7,6,19,2,16,175,32
"E00167244",242,12,13,7,1,17,149,43
"E00167245",256,38,19,29,0,24,122,24
"E00167246",179,67,17,15,1,21,50,8
"E00167247",144,14,7,7,1,15,95,5
"E00167248",356,7,15,10,3,29,248,44
"E00167249",346,13,13,6,1,24,256,33
"E00167250",237,73,48,24,1,24,41,26
"E00167251",1049,5,43,102,1,550,170,178
"E00167252",282,54,36,28,1,32,105,26
"E00167253",231,23,17,23,5,15,128,20
"E00167254",229,38,25,14,3,69,58,22
"E00167255",276,66,48,25,3,25,89,20
"E00167256",224,20,14,18,5,18,138,11
"E00167257",281,26,20,18,3,28,162,24
"E00167258",299,104,46,44,3,32,49,21
"E00167259",176,57,20,23,0,18,38,20
"E00167260",452,182,47,55,7,54,72,35
"E00167261",330,53,24,27,2,31,164,29
"E00167262",82,2,4,7,0,3,57,9
"E00167263",188,0,6,9,0,22,137,14
"E00167264",236,50,29,18,6,30,87,16
"E00167265",321,134,26,13,1,25,92,30
"E00167266",279,85,11,14,3,26,115,25
